x,cancer_type,y
-11.9538555,TCGA-KIRC,42.06739
-18.572262,TCGA-KIRC,38.896896
-9.472602,TCGA-KIRC,36.747173
-5.5425105,TCGA-KIRC,28.734377
-13.307615,TCGA-KIRC,40.265522
-10.416164,TCGA-KIRC,31.6949
-13.280992,TCGA-KIRC,36.79052
-16.923325,TCGA-KIRC,39.05935
-5.67267,TCGA-KIRC,29.934519
-8.089029,TCGA-KIRC,11.073632
-19.439276,TCGA-KIRC,38.094242
-17.962479,TCGA-KIRC,40.296543
-12.533693,TCGA-KIRC,39.736916
-17.763496,TCGA-KIRC,37.38299
-17.124989,TCGA-KIRC,39.6971
-11.00406,TCGA-KIRC,35.03342
-12.22646,TCGA-KIRC,39.30723
-17.804579,TCGA-KIRC,34.248215
-7.4673476,TCGA-KIRC,13.348817
-13.572718,TCGA-KIRC,31.82377
-9.154327,TCGA-KIRC,33.24935
-12.804644,TCGA-KIRC,31.824818
-11.411613,TCGA-KIRC,31.320131
-16.551933,TCGA-KIRC,41.756844
-19.320168,TCGA-KIRC,34.547546
-10.871246,TCGA-KIRC,38.69822
-16.310558,TCGA-KIRC,39.51775
-9.480988,TCGA-KIRC,35.469746
-16.065773,TCGA-KIRC,40.17429
-16.688425,TCGA-KIRC,33.444412
-15.145072,TCGA-KIRC,31.86973
-11.278101,TCGA-KIRC,30.887985
-14.769611,TCGA-KIRC,30.626913
-9.255213,TCGA-KIRC,38.225212
-15.331708,TCGA-KIRC,33.434677
-15.174555,TCGA-KIRC,38.649452
-13.590758,TCGA-KIRC,36.76306
-16.233273,TCGA-KIRC,37.468388
-14.909947,TCGA-KIRC,40.17726
-13.560396,TCGA-KIRC,34.11624
-19.666815,TCGA-KIRC,37.43923
-14.450298,TCGA-KIRC,37.173527
-6.8890076,TCGA-KIRC,28.228374
-1.9307643,TCGA-KIRC,19.487309
-10.297336,TCGA-KIRC,33.747276
-11.791004,TCGA-KIRC,36.740482
-13.373542,TCGA-KIRC,37.801907
-13.497198,TCGA-KIRC,32.906513
-13.821134,TCGA-KIRC,35.702736
-11.150147,TCGA-KIRC,32.644108
-14.530437,TCGA-KIRC,35.742775
-15.196357,TCGA-KIRC,39.46578
-11.565058,TCGA-KIRC,38.26241
-15.454588,TCGA-KIRC,42.792797
-12.585895,TCGA-KIRC,37.861168
-13.083911,TCGA-KIRC,34.312157
-15.358698,TCGA-KIRC,39.431404
-15.273926,TCGA-KIRC,36.411106
-13.975439,TCGA-KIRC,38.570847
-15.164084,TCGA-KIRC,34.007427
-10.984447,TCGA-KIRC,36.661755
-15.621551,TCGA-KIRC,38.234962
-12.2192135,TCGA-KIRC,37.48647
-13.424359,TCGA-KIRC,41.134567
-11.99774,TCGA-KIRC,32.36474
-13.012126,TCGA-KIRC,33.03272
-15.150324,TCGA-KIRC,35.75392
-14.9038315,TCGA-KIRC,32.841404
-15.262024,TCGA-KIRC,41.457127
-0.6147379,TCGA-KIRC,46.292397
-2.6794882,TCGA-KIRC,28.648579
0.11960161,TCGA-KIRC,40.920532
1.0894843,TCGA-KIRC,39.81449
-2.3192594,TCGA-KIRC,46.744225
0.78764826,TCGA-KIRC,39.980934
2.1253455,TCGA-KIRC,45.022503
-2.4607239,TCGA-KIRC,43.434
-4.612492,TCGA-KIRC,45.48221
-1.8511424,TCGA-KIRC,45.666714
-3.7020648,TCGA-KIRC,45.11299
-3.8408866,TCGA-KIRC,44.63649
-5.0209293,TCGA-KIRC,43.91834
-3.810469,TCGA-KIRC,45.595703
-2.6609821,TCGA-KIRC,42.828274
-3.7681322,TCGA-KIRC,44.240715
-8.559748,TCGA-KIRC,46.1075
-1.4351512,TCGA-KIRC,42.952545
-0.9563391,TCGA-KIRC,43.62563
-19.822422,TCGA-KIRC,33.13516
-3.2833471,TCGA-KIRC,42.610664
-1.893355,TCGA-KIRC,44.530552
-6.3393974,TCGA-KIRC,43.917435
-9.312519,TCGA-KIRC,30.512083
-0.9813513,TCGA-KIRC,45.025517
-2.5586824,TCGA-KIRC,44.873478
-3.060293,TCGA-KIRC,45.004765
-19.8709,TCGA-KIRC,30.362356
-2.1247723,TCGA-KIRC,45.076557
1.1596401,TCGA-KIRC,44.13601
-3.5220163,TCGA-KIRC,45.597477
-8.240671,TCGA-KIRC,45.916546
0.93788904,TCGA-KIRC,44.017548
-2.1389048,TCGA-KIRC,43.697075
-7.3569026,TCGA-KIRC,44.89713
-7.794143,TCGA-KIRC,45.504868
-5.7291517,TCGA-KIRC,41.4007
28.951445,TCGA-KIRC,14.053132
-1.8404933,TCGA-KIRC,40.144085
-0.7330691,TCGA-KIRC,41.673645
29.523796,TCGA-KIRC,11.350699
-3.158003,TCGA-KIRC,27.012957
29.059805,TCGA-KIRC,11.64783
-2.7390668,TCGA-KIRC,28.60873
-3.4579546,TCGA-KIRC,41.27062
-0.9331274,TCGA-KIRC,39.42094
-0.9976032,TCGA-KIRC,39.42715
-0.42397025,TCGA-KIRC,34.98245
-0.6258593,TCGA-KIRC,34.10908
-0.7365011,TCGA-KIRC,34.09789
-0.5966556,TCGA-KIRC,36.61964
-0.107151784,TCGA-KIRC,36.105015
27.93046,TCGA-COAD,7.6396375
9.761697,TCGA-COAD,3.3104033
9.899725,TCGA-COAD,3.4976516
6.691537,TCGA-COAD,5.129402
-11.096312,TCGA-READ,17.19839
4.7302284,TCGA-READ,1.5607371
-10.92863,TCGA-BLCA,-22.116854
