x,cancer_type,y
-15.280735,TCGA-KIRC,-17.597233
-26.30241,TCGA-KIRC,-4.167602
-26.241573,TCGA-KIRC,20.30034
29.92183,TCGA-KIRC,-6.906739
0.6550162,TCGA-KIRC,-34.48874
23.889854,TCGA-KIRC,-18.739912
13.358259,TCGA-KIRC,-24.191341
-16.812574,TCGA-KIRC,-20.218729
25.14585,TCGA-KIRC,16.588654
-25.715452,TCGA-KIRC,21.016565
34.511482,TCGA-KIRC,2.1360443
-28.614613,TCGA-KIRC,0.46206263
24.661045,TCGA-KIRC,11.318297
1.1315954,TCGA-KIRC,-32.487564
2.9909413,TCGA-KIRC,-32.429066
-20.485094,TCGA-KIRC,-11.161949
-22.440863,TCGA-KIRC,-8.224741
1.1930505,TCGA-KIRC,-30.217144
-21.292772,TCGA-KIRC,-12.98513
-9.244259,TCGA-KIRC,-23.031282
-21.276215,TCGA-KIRC,-8.710048
13.741545,TCGA-KIRC,-26.190006
-6.532927,TCGA-KIRC,-19.935545
8.071924,TCGA-KIRC,-28.130377
-2.1382687,TCGA-KIRC,-34.699085
27.540388,TCGA-KIRC,4.9298806
-1.7080302,TCGA-KIRC,-35.12792
-15.612544,TCGA-KIRC,-3.920476
8.351662,TCGA-KIRC,-28.80329
-24.864532,TCGA-KIRC,11.077286
15.353961,TCGA-KIRC,-25.870846
-24.772552,TCGA-KIRC,10.545801
23.921158,TCGA-KIRC,-19.613386
26.950155,TCGA-KIRC,14.997533
-16.078892,TCGA-KIRC,-17.34681
-20.965197,TCGA-KIRC,6.324603
-12.435223,TCGA-KIRC,-21.669455
-24.41043,TCGA-KIRC,-7.8259788
-18.123392,TCGA-KIRC,-10.425308
-16.334892,TCGA-KIRC,-12.474454
24.054102,TCGA-KIRC,17.813541
30.291563,TCGA-KIRC,-3.3367543
12.785378,TCGA-KIRC,-28.04334
-25.899136,TCGA-KIRC,20.394285
24.426258,TCGA-KIRC,14.679021
31.910149,TCGA-KIRC,-7.163415
-26.702324,TCGA-KIRC,11.006307
16.284729,TCGA-COAD,-23.343018
29.74934,TCGA-COAD,-11.961586
25.740065,TCGA-COAD,-14.705928
-4.7803974,TCGA-COAD,-16.365093
-22.196838,TCGA-READ,-13.681257
3.328934,TCGA-READ,-35.9211
-23.05101,TCGA-BLCA,19.919912
-24.39223,TCGA-BLCA,21.738377
-19.965145,TCGA-BLCA,22.265942
-23.03437,TCGA-BLCA,16.125189
-12.656347,TCGA-BLCA,-14.11678
-14.919623,TCGA-BLCA,-2.489323
-19.290258,TCGA-KIRC,-8.900263
19.177523,TCGA-KIRC,22.483294
25.48179,TCGA-KIRC,11.779588
-1.0636533,TCGA-KIRC,-34.699024
10.797498,TCGA-KIRC,-24.156773
13.206663,TCGA-KIRC,-23.414213
28.248655,TCGA-KIRC,-12.640554
23.109814,TCGA-KIRC,15.425974
-25.679056,TCGA-KIRC,20.756466
-14.236253,TCGA-KIRC,-19.278257
-25.725414,TCGA-KIRC,15.936009
31.88995,TCGA-KIRC,1.0255567
26.309309,TCGA-KIRC,13.766392
25.599201,TCGA-KIRC,15.139139
1.264187,TCGA-KIRC,-30.47387
-12.79442,TCGA-KIRC,-21.279303
-25.944218,TCGA-KIRC,20.877707
-5.7556653,TCGA-KIRC,-18.350056
15.6841135,TCGA-KIRC,31.912592
-26.153675,TCGA-KIRC,20.40259
11.458083,TCGA-KIRC,-26.665508
33.411194,TCGA-KIRC,2.8461375
15.763568,TCGA-KIRC,-24.951399
31.4624,TCGA-KIRC,-10.489313
